Title,Organization,Skills,Ratings,Review counts,Level,Pro,Dure,Combined_Text
Agile Project Management,Google,"[' Agile Software Development', ' Software Engineering', ' Project Management', ' Scrum (Software Development)', ' Strategy and Operations', ' Collaboration', ' Leadership and Management', ' Communication', ' Entrepreneurship', ' Product Management', ' Influencing', ' Problem Solving']",4.8,11000,Beginner ,· Course ,· 1 - 4 Weeks,"Agile Project Management  Agile Software Development, Software Engineering, Project Management, Scrum (Software Development), Strategy and Operations, Collaboration, Leadership and Management, Communication, Entrepreneurship, Product Management, Influencing, Problem Solving Google"
Security Analyst Fundamentals,IBM,"[' Security Strategy', ' Computer Security Incident Management', ' Python Programming', ' Cyberattacks', ' DevOps', ' Mobile Security', ' Software Security', ' System Software', ' Computer Programming', ' Leadership and Management']",4.7,3700,Beginner ,· Specialization ,· 3 - 6 Months,"Security Analyst Fundamentals  Security Strategy, Computer Security Incident Management, Python Programming, Cyberattacks, DevOps, Mobile Security, Software Security, System Software, Computer Programming, Leadership and Management IBM"
Data Science,Johns Hopkins University,"[' R Programming', ' Data Analysis', ' Statistical Programming', ' Statistical Analysis', ' Computer Programming', ' Exploratory Data Analysis', ' General Statistics', ' Problem Solving', ' Data Analysis Software', ' Probability & Statistics', ' Computer Programming Tools', ' Critical Thinking', ' Programming Principles', ' Statistical Tests', ' Data Management', ' Data Structures', ' Statistical Machine Learning', ' Basic Descriptive Statistics', ' Algorithms', ' Data Model', ' Human Learning', ' Machine Learning', ' Machine Learning Algorithms', ' Process Analysis', ' Correlation And Dependence', ' Data Visualization', ' Data Visualization Software', ' Plot (Graphics)', ' Regression', ' Computer Graphics', ' Interactive Data Visualization', ' Applied Machine Learning', ' Big Data', ' Computational Thinking', ' Data Mining', ' Estimation', ' Extract', ' Transform', ' Load', ' Mathematics', ' Probability Distribution', ' Databases', ' Machine Learning Software', ' Communication', ' Computer Graphic Techniques', ' Knitr', ' Natural Language Processing', ' Visualization (Computer Graphics)', ' Interactive Design', ' Web Development']",4.5,50000,Beginner ,· Specialization ,· 3 - 6 Months,"Data Science  R Programming, Data Analysis, Statistical Programming, Statistical Analysis, Computer Programming, Exploratory Data Analysis, General Statistics, Problem Solving, Data Analysis Software, Probability & Statistics, Computer Programming Tools, Critical Thinking, Programming Principles, Statistical Tests, Data Management, Data Structures, Statistical Machine Learning, Basic Descriptive Statistics, Algorithms, Data Model, Human Learning, Machine Learning, Machine Learning Algorithms, Process Analysis, Correlation And Dependence, Data Visualization, Data Visualization Software, Plot (Graphics), Regression, Computer Graphics, Interactive Data Visualization, Applied Machine Learning, Big Data, Computational Thinking, Data Mining, Estimation, Extract, Transform, Load, Mathematics, Probability Distribution, Databases, Machine Learning Software, Communication, Computer Graphic Techniques, Knitr, Natural Language Processing, Visualization (Computer Graphics), Interactive Design, Web Development Johns Hopkins University"
Google Marketing Digital e E-Commerce,Google,"[' E-Commerce', ' Marketing', ' Search Engine Optimization', ' Strategy']",4.9,1100,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Google Marketing Digital e E-Commerce  E-Commerce, Marketing, Search Engine Optimization, Strategy Google"
Meta Marketing Analytics,Meta,"[' Marketing', ' Digital Marketing', ' Advertising', ' Data Analysis', ' Marketing Management', ' Media Strategy & Planning', ' Business Analysis', ' Statistical Analysis', ' Probability & Statistics', ' Market Analysis', ' Communication', ' General Statistics', ' Experiment', ' Regression', ' Statistical Tests', ' Market Research', ' Basic Descriptive Statistics', ' Probability Distribution', ' Brand Management', ' Forecasting', ' Research and Design', ' Data Visualization', ' Computer Programming', ' Data Management', ' Databases', ' Python Programming', ' SQL', ' Statistical Programming', ' Storytelling', ' Tableau Software']",4.7,2200,Beginner ,· Professional Certificate ,· 3 - 6 Months,"Meta Marketing Analytics  Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software Meta"
"NoSQL, Big Data, and Spark Foundations",IBM,"[' Apache', ' Big Data', ' Data Management', ' Distributed Computing Architecture', ' Databases', ' NoSQL', ' Extract', ' Transform', ' Load', ' SQL', ' Cloud Computing', ' Data Model', ' Machine Learning', ' Data Architecture', ' Database Administration', ' Database Design', ' Cloud Applications', ' IBM Cloud', ' Kubernetes', ' Python Programming', ' Data Warehousing']",4.4,491,Beginner ,· Specialization ,· 3 - 6 Months,"NoSQL, Big Data, and Spark Foundations  Apache, Big Data, Data Management, Distributed Computing Architecture, Databases, NoSQL, Extract, Transform, Load, SQL, Cloud Computing, Data Model, Machine Learning, Data Architecture, Database Administration, Database Design, Cloud Applications, IBM Cloud, Kubernetes, Python Programming, Data Warehousing IBM"
Accelerated Computer Science Fundamentals,University of Illinois at Urbana-Champaign,"[' Computer Programming', ' C Programming Language Family', ' Data Structures', ' Algorithms', ' C++ Programming', ' Theoretical Computer Science', ' Programming Principles', ' Computational Thinking', ' Problem Solving', ' Computer Programming Tools', ' Critical Thinking', ' Graph Theory']",4.7,3300,Intermediate ,· Specialization ,· 1 - 3 Months,"Accelerated Computer Science Fundamentals  Computer Programming, C Programming Language Family, Data Structures, Algorithms, C++ Programming, Theoretical Computer Science, Programming Principles, Computational Thinking, Problem Solving, Computer Programming Tools, Critical Thinking, Graph Theory University of Illinois at Urbana-Champaign"
Regulatory Compliance,University of Pennsylvania,"[' Regulations and Compliance', ' Critical Thinking', ' Leadership and Management', ' Organizational Development', ' Risk Management', ' Strategy and Operations', ' Strategy', ' Employee Relations', ' Finance', ' Audit', ' Business Process Management', ' Communication', ' Accounting', ' Financial Accounting', ' Operations Management', ' People Management', ' Brand Management', ' Data Management']",4.8,2100,Intermediate ,· Specialization ,· 3 - 6 Months,"Regulatory Compliance  Regulations and Compliance, Critical Thinking, Leadership and Management, Organizational Development, Risk Management, Strategy and Operations, Strategy, Employee Relations, Finance, Audit, Business Process Management, Communication, Accounting, Financial Accounting, Operations Management, People Management, Brand Management, Data Management University of Pennsylvania"
AI Product Management,Duke University,"[' Machine Learning', ' Machine Learning Algorithms', ' Applied Machine Learning', ' Probability & Statistics', ' Regression', ' Design and Product', ' Human Computer Interaction', ' Communication', ' Human Factors (Security)', ' Human Learning', ' User Experience', ' User Experience Design', ' Data Analysis', ' Data Mining', ' Deep Learning', ' Project Management', ' Algorithms', ' Data Science', ' Leadership and Management']",4.7,382,Beginner ,· Specialization ,· 3 - 6 Months,"AI Product Management  Machine Learning, Machine Learning Algorithms, Applied Machine Learning, Probability & Statistics, Regression, Design and Product, Human Computer Interaction, Communication, Human Factors (Security), Human Learning, User Experience, User Experience Design, Data Analysis, Data Mining, Deep Learning, Project Management, Algorithms, Data Science, Leadership and Management Duke University"
Introduction to Programming with Python and Java,University of Pennsylvania,"[' Computer Programming', ' Python Programming', ' Programming Principles', ' Java Programming', ' Computer Programming Tools', ' Data Analysis', ' Data Structures', ' Problem Solving', ' Computational Logic', ' Computational Thinking', ' Critical Thinking', ' Data Analysis Software', ' Data Management', ' Data Visualization', ' Exploratory Data Analysis', ' Software Engineering', ' Data Science']",4.4,1500,Beginner ,· Specialization ,· 3 - 6 Months,"Introduction to Programming with Python and Java  Computer Programming, Python Programming, Programming Principles, Java Programming, Computer Programming Tools, Data Analysis, Data Structures, Problem Solving, Computational Logic, Computational Thinking, Critical Thinking, Data Analysis Software, Data Management, Data Visualization, Exploratory Data Analysis, Software Engineering, Data Science University of Pennsylvania"
Mergers and Acquisitions,University of Illinois at Urbana-Champaign,"[' Mergers & Acquisitions', ' Finance', ' Accounting', ' Financial Analysis', ' Financial Accounting', ' Banking', ' Business Analysis', ' Investment Management', ' Financial Management', ' Data Analysis', ' Market Analysis', ' Corporate Accouting', ' Taxes']",4.6,261,Intermediate ,· Specialization ,· 3 - 6 Months,"Mergers and Acquisitions  Mergers & Acquisitions, Finance, Accounting, Financial Analysis, Financial Accounting, Banking, Business Analysis, Investment Management, Financial Management, Data Analysis, Market Analysis, Corporate Accouting, Taxes University of Illinois at Urbana-Champaign"
Operating Systems and You: Becoming a Power User,Google,"[' Linux', ' Leadership and Management', ' Operating Systems']",4.7,27000,Beginner ,· Course ,· 1 - 3 Months,"Operating Systems and You: Becoming a Power User  Linux, Leadership and Management, Operating Systems Google"
Data Science: Foundations using R,Johns Hopkins University,"[' Data Analysis', ' R Programming', ' Statistical Programming', ' Exploratory Data Analysis', ' Computer Programming', ' Computer Programming Tools', ' Data Management', ' Programming Principles', ' Data Analysis Software', ' Data Structures', ' Statistical Analysis', ' Critical Thinking', ' Problem Solving', ' General Statistics', ' Process Analysis', ' Basic Descriptive Statistics', ' Computational Thinking', ' Big Data', ' Data Mining', ' Data Visualization', ' Databases', ' Extract', ' Transform', ' Load', ' Plot (Graphics)', ' Communication', ' Computer Graphic Techniques', ' Computer Graphics', ' Interactive Data Visualization', ' Knitr', ' Visualization (Computer Graphics)']",4.6,48000,Beginner ,· Specialization ,· 3 - 6 Months,"Data Science: Foundations using R  Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Mining, Data Visualization, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics) Johns Hopkins University"
